,id,name,rating,lat,lon,description,url,city_id
0,0,Hotel De Quebec,8.3,49.43783418793873,1.0972528159618378,"L'Alive Hôtel de Québec vous accueille dans un quartier paisible au cœur de Rouen. Situé à 3 km de la salle omnisports Kindarena et à 5 minutes de marche de la vieille ville et de la cathédrale de Rouen, l'établissement fournit une connexion Wi-Fi gratuite.

Durant votre séjour, vous pourrez commencer la journée avec un petit-déjeuner buffet. Moyennant des frais supplémentaires, vous aurez aussi la possibilité de déguster le petit-déjeuner dans le confort de votre chambre.

L'hôtel met à votre disposition un salon commun pour vos moments de détente. De plus, son emplacement proche de la vieille ville vous permettra de découvrir ses rues étroites, ses antiquaires et ses jolies églises.

L'Alive Hôtel de Québec se trouve à 20 minutes de marche de la gare de Rouen Rive Droite et à 800 mètres de l'arrêt de tramway Théâtre des Arts.",https://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCoYi-wAbAAgHSAiQ0MGZlOTZmNi0xZmExLTRlNzMtYjI1MS04YjM3YWUwOGEwNmHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=7c175f905fe70eff&srepoch=1745847330&from=searchresults,5
1,1,ibis budget Rouen Centre Rive Gauche,8.4,49.425341,1.068718,"L'Hotel ibis budget Rouen Centre Rive Gauche Gauche se situe à Rouen, à 2,4 km du Kindarena, le palais des sports de la ville.

Toutes les chambres sont dotées d'une télévision à écran plat et d'une salle de bains privative.

L'hôtel possède une bagagerie.

L'Hotel Ibis Budget se trouve à 2,5 km de la cathédrale Notre-Dame de Rouen et à 3,3 km du centre hospitalier universitaire. L'aéroport le plus proche est celui de Beauvais-Tillé, à 75 km.",https://www.booking.com/hotel/fr/ibis-budget-rouen-centre-rive-gauche.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCoYi-wAbAAgHSAiQ0MGZlOTZmNi0xZmExLTRlNzMtYjI1MS04YjM3YWUwOGEwNmHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=7c175f905fe70eff&srepoch=1745847330&from_sustainable_property_sr=1&from=searchresults,5
2,2,Sous les Etoiles - dans le plus haut gratte-ciel avec garage privé,9.2,49.4400384,1.0856876,"L’hébergement Sous les Etoiles - dans le plus haut gratte-ciel avec garage privé se situe dans le centre de Rouen, à respectivement 900 mètres et 1,5 km de ces lieux d’intérêt : Cathédrale Notre-Dame de Rouen et Gare de Rouen-Rive-Droite. Il offre une vue sur la ville. Une connexion Wi-Fi gratuite est disponible et un parking privé peut être utilisé moyennant des frais supplémentaires.

Cet appartement avec climatisation se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une machine à café, ainsi que de 1 salle de bains avec une douche et des articles de toilette gratuits. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Un service de location de vélos est disponible sur place.

Vous séjournerez à respectivement 2,3 km et 3,3 km de ces lieux d’intérêt : Palais des sports de Rouen et Voltaire Station, Rouen. L’établissement se situe à 85 km de l’aéroport le plus proche (Aéroport de Deauville - Normandie) et propose un service de navette aéroport payant.",https://www.booking.com/hotel/fr/sous-les-etoiles-rouen.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCoYi-wAbAAgHSAiQ0MGZlOTZmNi0xZmExLTRlNzMtYjI1MS04YjM3YWUwOGEwNmHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=7c175f905fe70eff&srepoch=1745847330&from=searchresults,5
3,3,Charmant appartement le Saint Marc 3 ème C,8.4,49.4393384,1.1005586,"L’hébergement Charmant appartement le Saint Marc 3 ème C se situe au cœur de Rouen, à respectivement 500 mètres et 1,6 km de ces lieux d’intérêt : Cathédrale Notre-Dame de Rouen et Gare de Rouen-Rive-Droite. Cet appartement est à respectivement 3,1 km et 3,8 km de : Voltaire Station, Rouen et Palais des sports de Rouen.

Vous séjournerez à respectivement 4 km et 4,8 km de ces lieux d’intérêt : Hotel de ville de Soteville Station, Rouen et 14-juillet Tramway Station, Rouen. L'aéroport le plus proche (Aéroport de Paris-Beauvais) est à 84 km.",https://www.booking.com/hotel/fr/charmant-appartement-le-saint-marc-3-eme-c.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCoYi-wAbAAgHSAiQ0MGZlOTZmNi0xZmExLTRlNzMtYjI1MS04YjM3YWUwOGEwNmHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=7c175f905fe70eff&srepoch=1745847330&from=searchresults,5
4,4,Hotel Dandy Rouen centre,8.1,49.44527729309288,1.086762696504593,"Cet hôtel est situé dans le centre de Rouen, à 100 mètres de la place du Vieux-Marché et de l’église Sainte-Jeanne-d’Arc. Décorées dans un style Louis XV, les chambres sont équipées d’une connexion Wi-Fi gratuite.

Chaque chambre du Dandy comprend une télévision par câble à écran plat et une salle de bains privative.

Tous les matins, vous pourrez savourer un petit-déjeuner servi en chambre ou sous forme de buffet.

L’hôtel Dandy se trouve à 10 minutes à pied de la cathédrale Notre-Dame et du musée des Beaux-Arts. La gare de Rouen est accessible en 15 minutes de marche.",https://www.booking.com/hotel/fr/dandy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCoYi-wAbAAgHSAiQ0MGZlOTZmNi0xZmExLTRlNzMtYjI1MS04YjM3YWUwOGEwNmHYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=7c175f905fe70eff&srepoch=1745847330&from=searchresults,5
5,5,WHITE HOUSE DHAVERNAS - FREE PARKiNG - PROCHE CENTRE,8.5,49.8814696,2.2998714,"L’établissement WHITE HOUSE DHAVERNAS - FREE PARKiNG - PROCHE CENTRE se trouve à Amiens (Picardie), à proximité de ces lieux d’intérêt : Gare d'Amiens et Tribunal de Grande Instance of Amiens. Il propose une connexion Wi-Fi gratuite et un parking privé gratuit.

Certains hébergements disposent d'une télévision à écran plat par câble, d'une cuisine entièrement équipée avec un réfrigérateur, ainsi que d'une salle de bains privative avec une douche et un sèche-cheveux.

Vous pourrez profiter d’une terrasse sur place et pratiquer le vélo à proximité.

Vous séjournerez à respectivement 3,6 km et 2,2 km de ces lieux d’intérêt : Zénith d'Amiens et The Floating gardens Park. L'aéroport le plus proche (Aéroport de Paris-Beauvais) est à 64 km.",https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGIvsAGwAIB0gIkMDYzYmE0MmUtMGE1Ni00YWJhLWJlOTMtNTE2M2ViNjdhNzlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5ac15f90b7a3086a&srepoch=1745847330&from=searchresults,7
6,6,Chez Victor H,8.2,49.892289399306,2.302585711836,"L’établissement Chez Victor H se trouve à Amiens, à 600 mètres de ce lieu d’intérêt : Gare d'Amiens. Il propose un enregistrement/départ rapide, un jardin, un salon commun, des hébergements non-fumeurs, ainsi qu'une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Il se situe à respectivement 3,6 km, 1,2 km et quelques pas de : Zénith d'Amiens, The Floating gardens Park et Tribunal de Grande Instance of Amiens. Un parking privé est disponible sur place.

Les hébergements disposent d’une bouilloire électrique. Vous bénéficierez d’une télévision à écran plat. Certains hébergements comprennent également une vue sur la ville. Vous profiterez d’une salle de bains privative, d'un sèche-cheveux et de linge de lit.

Vous séjournerez à respectivement 4,6 km et 8,3 km de ces lieux d’intérêt : University of Picardie Jules Verne et Golf Club d'Amiens. L'aéroport le plus proche (Aéroport de Paris-Beauvais) est à 68 km.",https://www.booking.com/hotel/fr/victor-hugo-amiens2.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9hbWllbnNIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqGIvsAGwAIB0gIkMDYzYmE0MmUtMGE1Ni00YWJhLWJlOTMtNTE2M2ViNjdhNzlj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5ac15f90b7a3086a&srepoch=1745847330&from=searchresults,7
7,7,Chambre Pastis,9.3,48.0424275,7.308131,"L’hébergement Chambre Pastis se situe à Eguisheim, à respectivement 5,3 km et 6,1 km de ces lieux d’intérêt : Gare de Colmar et Maison des Têtes. Il possède une connexion Wi-Fi gratuite, la climatisation, un salon commun et une terrasse. Cet hébergement comprend une cuisine commune et est installé à 6,6 km de : Collégiale Saint-Martin.

Cette chambre d'hôtes comprend une télévision à écran plat. Des serviettes et du linge de lit sont à disposition.

Vous séjournerez à respectivement 9,2 km et 33 km de ces lieux d’intérêt : Parc des expositions et des congrès de Colmar et Château du Haut-Kœnigsbourg. L'aéroport le plus proche (EuroAirport Mulhouse) est à 54 km.",https://www.booking.com/hotel/fr/pastis-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqKIvsAGwAIB0gIkZDhlNGYyMWItNDQwMS00Zjc5LThkNTMtMzMyZmRkNTU3MDU32AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=ed215f91405609fb&srepoch=1745847331&from=searchresults,12
8,8,ibis Styles Besançon,8.0,47.2542534551454,6.021639704704285,"Idéalement situé dans un parc, l'hôtel ibis Styles Besançon se trouve à 15 minutes à pied de la gare TGV et du centre de Besançon. Il met à votre disposition une piscine extérieure dotée d'une terrasse bien exposée ainsi qu'une connexion Wi-Fi gratuite.

Ses chambres climatisées et spacieuses affichent une décoration de style contemporain. Elles comprennent également une télévision à écran LCD et une connexion Wi-Fi gratuite.

L'établissement vous proposera chaque matin un petit-déjeuner buffet. Vous pourrez siroter un verre au bar de l'hôtel ou dîner dans son restaurant. Une aire de jeux pour enfants et des salles de réunion sont également disponibles sur place.

L'hôtel met à votre disposition un parking privé gratuit ainsi qu'une réception ouverte 24h/24. Il se situe à 10 minutes en voiture du parc des expositions Micropolis et à seulement 3,7 km de la citadelle de Besançonet, site classé au patrimoine mondial de l'UNESCO.",https://www.booking.com/hotel/fr/besancon.fr.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9iZXNhbmNvbkgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gCooi-wAbAAgHSAiQ5MzMyYzk4Zi1lNzJjLTRhNmQtYjM5Zi0zODM2MTczOGVkYTfYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=38a45f911ee300ca&srepoch=1745847331&from=searchresults,13
9,9,"Le Venise, parking privé, neuf & spacieux",8.7,48.0802097,7.3525469,"L’hébergement Le Venise, parking privé, neuf & spacieux vous accueille en plein cœur de Colmar, à respectivement 800 mètres et 1,1 km de ces lieux d’intérêt : Collégiale Saint-Martin et Gare de Colmar. Cet hébergement est installé à 400 mètres de : Maison des Têtes. Vous pourrez profiter d'un parking privé disponible sur place et d'une connexion Wi-Fi gratuite.

Cet appartement comprend une télévision à écran plat. L’hébergement possède une cuisine équipée d’un réfrigérateur, d’un micro-ondes et d’une plaque de cuisson. Il comprend également une douche, des articles de toilette gratuits et un sèche-cheveux.

Vous séjournerez à respectivement 2,8 km et 27 km de ces lieux d’intérêt : Parc des expositions et des congrès de Colmar et Château du Haut-Kœnigsbourg. L'aéroport le plus proche (EuroAirport Mulhouse) est à 56 km.",https://www.booking.com/hotel/fr/le-venise-plein-centre-parking-interieur-prive.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AqKIvsAGwAIB0gIkOGExOGE1ODgtMjE2NC00ZWJiLWJjZjQtYWQzY2E1Yzg4MTNj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=89eb5f910f6a05b3&srepoch=1745847331&from=searchresults,11
